Rk,Player,Age,Team,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
134,Kyle Teel*,23,CHW,1.9,78,297,253,38,69,11,0,8,35,3,1,37,77,0.273,0.375,0.411,0.786,121,0.353,128,104,1,5,1,1,0,2D/H7,,teelky01
135,Ben Williamson,24,SEA,1.3,85,295,277,36,70,13,0,1,21,5,1,15,64,0.253,0.294,0.31,0.604,75,0.272,75,86,5,1,2,0,0,5/H,,willibe03
136,Coby Mayo,23,BAL,0.2,85,294,263,30,57,12,0,11,28,3,0,27,84,0.217,0.299,0.388,0.687,92,0.303,92,102,2,4,0,0,0,3/DH5,,mayoco01
137,Mitch Garver,34,SEA,-0.1,87,290,254,29,53,5,1,9,30,3,0,30,80,0.209,0.297,0.343,0.639,84,0.286,86,87,6,3,0,3,1,2DH,,garvemi01
138,Ramón Laureano,30,BAL,3,82,290,259,45,75,17,0,15,46,4,3,22,72,0.29,0.355,0.529,0.884,145,0.373,146,137,6,6,0,3,1,97/DH8,,laurera01
139,Yoán Moncada#,30,LAA,0.7,84,289,248,39,58,13,2,12,35,0,0,32,75,0.234,0.336,0.448,0.783,118,0.339,116,111,4,7,0,2,1,5H/D,,moncayo01
140,Colson Montgomery*,23,CHW,3.3,71,284,255,43,61,9,1,21,55,0,0,25,83,0.239,0.311,0.529,0.84,130,0.357,131,135,3,2,0,1,1,65/H,ROY-5,montgco01
141,Abraham Toro#,28,BOS,-0.2,77,284,259,33,62,13,0,7,27,2,1,14,42,0.239,0.289,0.371,0.659,85,0.299,88,96,1,6,0,5,1,35/H1,,toroab01
142,Giancarlo Stanton,35,NYY,1.9,77,281,249,36,68,8,0,24,66,0,0,29,96,0.273,0.35,0.594,0.944,156,0.398,162,148,5,1,0,1,3,D9H/7,,stantmi03
143,Michael Massey*,27,KCR,-0.1,77,277,262,20,64,9,0,3,20,2,1,9,43,0.244,0.268,0.313,0.581,62,0.255,57,82,3,1,1,4,0,47/HD,,massemi02
144,Daulton Varsho*,28,TOR,2.8,71,271,248,43,59,13,2,20,55,2,0,17,77,0.238,0.284,0.548,0.833,122,0.343,116,136,1,1,0,5,1,8/HD,,varshda01
145,Dominic Canzone*,27,SEA,1.6,82,269,243,30,73,11,0,11,32,3,1,20,59,0.3,0.358,0.481,0.84,139,0.361,142,117,6,3,0,2,0,9H/D,,canzodo01
146,Oswald Peraza,25,2TM,-0.6,106,265,244,24,40,6,0,5,20,9,0,17,80,0.164,0.223,0.25,0.473,32,0.225,28,61,6,2,0,1,0,5H346/1D,,perazos02
146,Oswald Peraza,25,NYY,-0.2,71,170,158,18,24,5,0,3,13,3,0,11,47,0.152,0.212,0.241,0.452,26,0.214,24,38,3,1,0,0,0,54/H6D,,perazos02
146,Oswald Peraza,25,LAA,-0.5,35,95,86,6,16,1,0,2,7,6,0,6,33,0.186,0.245,0.267,0.512,45,0.243,34,23,3,1,0,1,0,35H/61,,perazos02
147,Curtis Mead,24,2TM,-0.2,90,264,240,26,56,10,1,3,19,5,1,15,63,0.233,0.299,0.321,0.62,74,0.282,74,77,9,8,0,1,0,35H4/D,,meadcu01
147,Curtis Mead,24,TBR,0.4,49,132,115,14,26,2,1,3,8,4,1,12,33,0.226,0.318,0.339,0.657,84,0.304,90,39,4,4,0,1,0,34H/5D,,meadcu01
147,Curtis Mead,24,CHW,-0.6,41,132,125,12,30,8,0,0,11,1,0,3,30,0.24,0.28,0.304,0.584,64,0.26,59,38,5,4,0,0,0,53/HD,,meadcu01
148,Kristian Campbell,23,BOS,-1,67,263,229,24,51,10,0,6,21,2,1,29,72,0.223,0.319,0.345,0.664,89,0.299,88,79,1,4,0,1,0,4/8H7D,,campbkr01
149,Danny Jansen,30,TBR,2.1,73,259,221,28,45,8,0,11,29,0,0,33,68,0.204,0.314,0.389,0.703,95,0.312,98,86,4,3,1,1,0,2/H,,janseda01
150,Cole Young*,21,SEA,0.5,77,257,223,24,47,7,1,4,24,1,0,28,47,0.211,0.302,0.305,0.607,76,0.273,77,68,4,2,2,2,1,4/H6D,,youngco01
151,Dylan Moore,32,2TM,0.4,106,243,219,35,44,5,0,11,25,14,5,20,82,0.201,0.267,0.374,0.642,83,0.288,88,82,1,1,0,3,0,H4935/6D8,,mooredy01
151,Dylan Moore,32,SEA,0.2,88,213,192,29,37,5,0,9,19,12,4,19,76,0.193,0.263,0.359,0.622,77,0.283,83,69,1,0,0,2,0,H9435/6D8,,mooredy01
151,Dylan Moore,32,TEX,0.2,18,30,27,6,7,0,0,2,6,2,1,1,6,0.259,0.3,0.481,0.781,127,0.326,122,13,0,1,0,1,0,4/HD39,,mooredy01
152,Dylan Carlson#,26,BAL,-0.7,83,241,217,17,44,9,1,6,20,3,3,21,54,0.203,0.278,0.336,0.614,72,0.274,75,73,3,2,0,1,0,798H,,carlsdy01
153,Jac Caglianone*,22,KCR,-1.3,62,232,210,19,33,6,1,7,18,1,0,18,52,0.157,0.237,0.295,0.532,48,0.238,43,62,4,4,0,0,0,93/DH,,caglija01
154,Miguel Andujar,30,ATH,0.2,60,231,218,22,65,10,1,6,27,1,0,11,30,0.298,0.329,0.436,0.765,106,0.33,108,95,5,0,0,2,1,57/H9D3,,andujmi01
155,Travis d'Arnaud,36,LAA,-0.3,69,231,213,16,42,13,0,6,21,0,0,13,74,0.197,0.255,0.343,0.598,67,0.26,58,73,5,4,0,1,0,2/HD,,darnatr01
156,Davis Schneider,26,TOR,1.3,82,227,188,33,44,5,0,11,31,3,1,36,60,0.234,0.361,0.436,0.797,119,0.36,128,82,4,2,0,1,0,74H/5D,,schneda03
157,Anthony Santander#,30,TOR,-1,54,221,194,16,34,5,0,6,18,0,0,25,61,0.175,0.271,0.294,0.565,57,0.253,51,57,6,1,0,1,1,D9/7H3,,santaan02
158,Evan Carter*,22,TEX,1.9,63,220,194,31,48,9,2,5,25,14,2,19,41,0.247,0.336,0.392,0.728,115,0.333,118,76,2,7,0,0,1,8/HD,,carteev01
159,Max Muncy,22,ATH,0,63,220,206,17,44,7,0,9,23,1,1,10,68,0.214,0.259,0.379,0.638,70,0.276,71,78,1,3,0,1,0,54/6H,,muncyma02
160,Eugenio Suárez,33,SEA,0.3,53,220,201,27,38,9,0,13,31,3,1,17,79,0.189,0.255,0.428,0.682,92,0.289,89,86,4,1,0,1,1,05월 03일,AS,suareeu01
161,Ezequiel Durán,26,TEX,0.2,90,219,205,16,46,14,0,0,14,11,2,8,55,0.224,0.266,0.293,0.559,66,0.251,61,60,3,4,1,1,0,63H45/91D7,,duranez01
162,Luke Raley*,30,SEA,-0.3,73,219,183,23,37,8,0,4,19,2,1,19,64,0.202,0.319,0.311,0.631,84,0.294,94,57,2,13,3,1,0,93H/8D7,,raleylu01
163,Drew Waters#,26,KCR,-0.4,71,219,206,21,50,6,3,1,14,5,3,11,60,0.243,0.288,0.316,0.603,69,0.281,76,65,2,2,0,0,0,789/HD,,waterdr01
164,Kameron Misner*,27,TBR,0.7,71,217,197,27,42,9,1,5,22,8,1,16,69,0.213,0.273,0.345,0.618,72,0.279,69,68,1,1,1,2,0,89/7HD,,misneka01
165,Christian Vázquez,34,MIN,0.6,65,214,190,14,36,7,0,3,14,1,1,18,35,0.189,0.271,0.274,0.545,52,0.259,56,52,3,4,0,2,0,2/H,,vazquch01
166,Parker Meadows*,25,DET,0.3,58,213,191,22,41,6,2,4,16,4,0,21,56,0.215,0.291,0.33,0.621,73,0.279,69,63,0,0,0,1,0,8/H,,meadopa01
167,Max Schuemann,28,ATH,0.2,101,213,183,20,36,4,2,2,13,7,1,22,35,0.197,0.295,0.273,0.568,57,0.273,63,50,6,4,3,1,0,45H6/789D,,schuema01
168,Josh Rojas*,31,CHW,-1.5,69,211,189,14,34,9,0,2,11,4,1,19,48,0.18,0.252,0.259,0.512,45,0.246,48,49,6,0,1,2,0,54/7H,,rojasjo01
169,Josh Naylor*,28,SEA,2.2,54,210,194,32,58,10,0,9,33,19,0,11,34,0.299,0.341,0.49,0.831,136,0.38,141,95,3,2,0,1,0,3/DH,,naylojo01
170,Tyler O'Neill,30,BAL,-0.6,54,209,181,22,36,6,1,9,26,4,0,22,51,0.199,0.292,0.392,0.684,91,0.302,90,71,2,3,0,3,1,9D/7H,,oneilty01
171,Rob Refsnyder,34,BOS,1.2,70,209,182,29,49,12,0,9,30,3,0,24,54,0.269,0.354,0.484,0.838,134,0.368,135,88,6,1,0,2,1,9HD7,,refsnro01
172,Freddy Fermin,30,KCR,1.1,67,208,192,17,49,7,0,3,12,1,2,13,37,0.255,0.309,0.339,0.648,81,0.284,80,65,2,2,1,0,1,2/HD4,,fermifr01
173,Edouard Julien*,26,MIN,-0.8,64,208,182,13,40,10,0,3,12,0,3,22,61,0.22,0.309,0.324,0.633,76,0.274,72,59,3,2,1,1,0,34D/H6,,julieed01
174,Luke Keaschall,22,MIN,2,49,207,182,25,55,14,0,4,28,14,3,19,29,0.302,0.382,0.445,0.827,128,0.377,135,81,4,5,0,1,0,4/D,ROY-9,keasclu01
175,Masataka Yoshida*,31,BOS,0.2,55,205,188,16,50,11,0,4,26,3,0,10,24,0.266,0.307,0.388,0.696,96,0.32,100,73,3,3,0,4,0,D/H79,,yoshima02
176,Yordan Alvarez*,28,HOU,0.7,48,199,165,17,45,8,0,6,27,1,1,28,33,0.273,0.367,0.43,0.797,121,0.339,117,71,1,0,0,6,5,D7/H,,alvaryo01
177,Adam Frazier*,33,KCR,1.1,56,197,184,21,52,10,0,4,23,1,1,9,36,0.283,0.32,0.402,0.722,100,0.314,101,74,0,2,0,2,0,47/DH59,,fraziad01
178,Darell Hernaiz,23,ATH,-0.2,51,197,173,17,40,5,1,2,16,3,4,17,24,0.231,0.292,0.306,0.599,63,0.273,72,53,2,0,2,5,0,654,,hernada04
179,Gio Urshela,33,ATH,-1,59,197,181,10,43,14,1,0,20,0,1,13,40,0.238,0.287,0.326,0.613,67,0.271,68,59,6,0,2,1,0,5/3DH,,urshegi01
180,David Hamilton*,27,BOS,1,91,194,177,27,35,4,1,6,19,22,6,13,47,0.198,0.257,0.333,0.59,66,0.274,60,59,3,1,3,0,0,4H6/D5,,hamilda03
181,Andy Ibáñez,32,DET,0.6,91,193,176,24,42,8,0,4,21,4,1,12,26,0.239,0.301,0.352,0.653,81,0.292,80,62,6,4,0,1,0,5H4/3D67,,ibanean01
182,Andrew Vaughn,27,CHW,-1.8,48,193,185,9,35,8,0,5,19,0,0,7,43,0.189,0.218,0.314,0.531,47,0.229,37,58,4,0,0,1,0,3D/H,,vaughan01
183,Matt Thaiss*,30,2TM,1.2,60,190,156,16,34,6,1,1,16,1,1,29,46,0.218,0.349,0.288,0.638,82,0.299,89,45,2,3,1,1,0,2/H3D,,thaisma01
183,Matt Thaiss*,30,CHW,1.1,35,110,85,11,18,4,0,1,8,1,1,23,21,0.212,0.382,0.294,0.676,94,0.323,108,25,2,1,0,1,0,2/H3D,,thaisma01
183,Matt Thaiss*,30,TBR,0.1,25,80,71,5,16,2,1,0,8,0,0,6,25,0.225,0.304,0.282,0.585,66,0.265,63,20,0,2,1,0,0,2/3H,,thaisma01
184,Nick Loftin,26,KCR,-0.4,67,188,168,17,35,9,2,4,20,1,1,14,27,0.208,0.278,0.357,0.635,76,0.273,70,60,7,3,1,2,0,7H45/3D,,loftini01
185,Connor Wong,29,BOS,-0.6,63,188,168,16,32,8,0,0,7,2,1,16,42,0.19,0.262,0.238,0.5,44,0.242,46,40,7,1,1,2,0,2/H3D,,wongco01
186,Mike Yastrzemski*,34,KCR,1,50,186,156,30,37,14,0,9,18,1,0,25,22,0.237,0.339,0.5,0.839,130,0.354,128,78,3,1,0,4,0,98/7HD,,yastrmi01
187,Ryan McMahon*,30,NYY,1.1,54,185,159,20,33,8,0,4,18,1,0,21,62,0.208,0.308,0.333,0.641,79,0.287,79,53,3,3,0,2,0,5/H,,mcmahry01
188,Christian Moore,22,LAA,0.1,53,184,162,20,32,5,1,7,16,3,0,19,62,0.198,0.284,0.37,0.655,83,0.289,77,60,3,1,1,1,0,4/H,,moorech03
189,Jeremiah Jackson,25,BAL,0.4,48,183,170,20,47,10,2,5,21,0,2,11,50,0.276,0.328,0.447,0.775,116,0.329,116,76,6,2,0,0,0,95/HD4,,jacksje02
190,Sam Haggerty#,31,TEX,0.9,64,182,162,31,41,7,3,2,13,12,4,16,37,0.253,0.328,0.37,0.698,107,0.334,123,60,1,2,1,0,1,H78D/49,,haggesa01
191,Austin Martin,26,MIN,0.7,50,181,156,22,44,8,1,1,7,11,4,22,31,0.282,0.374,0.365,0.74,106,0.333,107,57,6,1,2,0,0,78/H4,,martiau01
192,Austin Hedges,32,CLE,-0.4,68,180,155,13,25,3,0,5,10,1,2,18,43,0.161,0.25,0.277,0.527,48,0.233,40,43,2,1,4,2,0,02월 01일,,hedgeau01
193,Leody Taveras#,26,2TM,-0.5,58,180,171,13,35,6,1,3,17,9,3,5,50,0.205,0.226,0.304,0.53,53,0.236,50,52,0,0,3,1,0,89/H,,taverle01
193,Leody Taveras#,26,TEX,0.1,30,82,79,7,19,3,1,1,8,6,1,2,23,0.241,0.259,0.342,0.601,76,0.268,70,27,0,0,1,0,0,8/H,,taverle01
193,Leody Taveras#,26,SEA,-0.6,28,98,92,6,16,3,0,2,9,3,2,3,27,0.174,0.198,0.272,0.47,34,0.21,33,25,0,0,2,1,0,9/8H,,taverle01
194,Donovan Solano,37,2TM,-0.1,71,179,166,10,41,4,1,3,21,0,0,8,40,0.247,0.291,0.337,0.628,81,0.28,83,56,9,3,0,2,0,3H/45,,solando01
194,Donovan Solano,37,SEA,0,69,176,163,10,41,4,1,3,21,0,0,8,38,0.252,0.295,0.344,0.639,84,0.284,87,56,9,3,0,2,0,3H/5,,solando01
194,Donovan Solano,37,TEX,-0.1,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-118,0,0,0,0,0,0,/4,,solando01
195,Alejandro Osuna*,22,TEX,0.2,63,176,151,12,32,4,0,2,15,5,4,21,34,0.212,0.313,0.278,0.591,78,0.264,79,42,1,2,0,2,1,79/DH8,,osunaal02
196,Miles Mastrobuoni*,29,SEA,0.2,76,175,152,20,38,4,0,1,12,6,3,17,29,0.25,0.324,0.296,0.62,81,0.279,82,45,2,0,5,1,0,H5497/13D,,mastrmi01
197,John Rave*,27,KCR,0.1,72,175,153,18,30,5,0,4,14,7,2,18,46,0.196,0.283,0.307,0.59,65,0.266,61,47,1,1,2,1,0,978/HD,,ravejo01
198,Tyler Heineman#,34,TOR,1.9,61,174,149,25,43,8,1,3,20,2,0,12,31,0.289,0.361,0.416,0.777,114,0.339,112,62,1,6,5,2,0,2/H1,,heinety01
199,Heston Kjerstad*,26,BAL,-1.6,54,167,156,16,30,5,2,4,19,1,0,6,45,0.192,0.24,0.327,0.566,58,0.253,56,51,9,4,0,1,0,79/HD,,kjershe01
200,Jesús Sánchez*,27,HOU,0.3,48,160,146,21,29,9,0,4,12,4,1,13,40,0.199,0.269,0.342,0.611,69,0.277,68,50,2,1,0,0,0,79/HD,,sanchje02
201,Austin Slater,32,2TM,-0.1,65,160,148,22,32,6,1,5,13,1,0,11,51,0.216,0.27,0.372,0.642,78,0.289,80,55,6,0,1,0,0,79H/D813,,slateau01
201,Austin Slater,32,CHW,0.3,51,135,123,20,29,6,1,5,11,1,0,11,35,0.236,0.299,0.423,0.721,100,0.316,100,52,5,0,1,0,0,H97/D83,,slateau01
201,Austin Slater,32,NYY,-0.4,14,25,25,2,3,0,0,0,2,0,0,0,16,0.12,0.12,0.12,0.24,-33,0.142,-25,3,1,0,0,0,0,/79H1,,slateau01
202,Denzel Clarke,25,ATH,1,47,159,148,18,34,8,2,3,8,6,0,6,61,0.23,0.274,0.372,0.646,73,0.285,69,55,1,3,2,0,0,8/H,,clarkde02
203,David Fry,29,CLE,-0.8,66,157,146,16,25,4,0,8,23,1,0,9,58,0.171,0.229,0.363,0.592,63,0.256,54,53,3,2,0,0,0,DH,,fryda01
204,Jhonkensy Noel,23,CLE,-1.4,69,153,148,19,24,2,0,6,13,0,0,4,52,0.162,0.183,0.297,0.48,32,0.211,22,44,4,0,0,1,0,9H/37D,,noeljh01
205,Alan Roden*,25,2TM,-0.6,55,153,136,17,26,6,1,2,9,1,1,8,37,0.191,0.261,0.294,0.556,53,0.244,46,40,0,6,0,3,0,79/H8,,rodenal01
205,Alan Roden*,25,TOR,-0.1,43,113,98,12,20,5,1,1,8,0,1,8,24,0.204,0.283,0.306,0.589,63,0.256,56,30,0,4,0,3,0,79/H8,,rodenal01
205,Alan Roden*,25,MIN,-0.5,12,40,38,5,6,1,0,1,1,1,0,0,13,0.158,0.2,0.263,0.463,27,0.212,17,10,0,2,0,0,0,7/89,,rodenal01
206,Jahmai Jones,27,DET,0.9,72,150,129,21,37,11,1,7,23,2,0,18,32,0.287,0.387,0.55,0.937,157,0.403,160,71,3,3,0,0,1,HD97/4,,jonesja08
207,Bryce Teodosio,26,LAA,0.5,50,150,138,12,28,7,2,1,7,7,1,5,47,0.203,0.248,0.304,0.553,55,0.247,42,42,2,4,1,2,0,8,,teodobr01
208,Joshua Palacios*,29,CHW,-1.2,51,145,128,11,26,4,0,3,9,0,0,12,36,0.203,0.292,0.305,0.596,68,0.276,71,39,0,4,1,0,0,97/HD,,palacjo01
209,DJ LeMahieu,36,NYY,0.6,45,142,128,13,34,3,0,2,12,0,0,14,35,0.266,0.338,0.336,0.674,89,0.307,95,43,4,0,0,0,0,4/H,,lemahdj01
210,Jake Rogers,30,DET,0.2,46,142,123,14,23,5,2,3,19,0,0,15,39,0.187,0.277,0.333,0.61,69,0.28,73,41,3,1,1,2,0,2/1HD,,rogerja03
211,Lane Thomas,29,CLE,-0.6,39,142,125,10,20,2,0,4,11,4,1,14,44,0.16,0.246,0.272,0.518,46,0.242,43,34,4,1,0,2,0,8/H9D,,thomala02
212,Kyren Paris,23,LAA,0.7,44,140,126,20,24,4,1,6,11,7,1,10,59,0.19,0.266,0.381,0.647,80,0.302,83,48,1,3,0,0,0,84/H7D,,parisky01
213,CJ Kayfus*,23,CLE,0.1,44,138,123,16,27,10,1,4,19,4,0,11,38,0.22,0.292,0.415,0.707,95,0.311,90,51,0,2,1,1,0,93/HD,,kayfucj01
214,Dylan Beavers*,23,BAL,1,35,137,110,16,25,5,1,4,14,2,2,26,36,0.227,0.375,0.4,0.775,119,0.346,128,44,0,0,1,0,0,79/H,,beavedy01
215,Marcelo Mayer*,22,BOS,0.2,44,136,127,20,29,8,1,4,10,0,2,8,41,0.228,0.272,0.402,0.674,88,0.288,85,51,2,0,0,1,0,5/4H6,,mayerma01
216,Taylor Trammell*,27,HOU,-0.2,52,135,117,15,23,7,0,3,12,3,2,17,41,0.197,0.296,0.333,0.63,75,0.278,73,39,0,0,0,1,0,87H/9D,,trammta01
217,Colby Thomas,24,ATH,0,49,132,120,20,27,5,0,6,19,2,1,7,49,0.225,0.267,0.417,0.684,82,0.304,90,50,3,1,1,3,0,9H8/7D,,thomaco03
218,Will Wagner*,26,TOR,-0.5,40,132,114,13,27,7,0,0,7,1,0,15,26,0.237,0.336,0.298,0.634,78,0.311,92,34,2,2,1,0,0,53/DH4,,wagnewi01
219,Brendan Rodgers,28,HOU,0,43,128,115,12,22,4,0,2,11,0,1,11,46,0.191,0.266,0.278,0.544,52,0.263,63,32,2,1,0,1,0,4/HD,,rodgebr02
220,Justyn-Henry Malloy,25,DET,-0.2,52,127,104,15,23,6,0,1,17,0,0,20,32,0.221,0.346,0.308,0.654,85,0.303,90,32,1,1,0,2,0,DH9/73,,malloju02
221,Emmanuel Rivera,29,BAL,0.1,42,127,120,5,30,4,0,0,13,1,0,6,24,0.25,0.291,0.283,0.575,64,0.267,66,34,3,1,0,0,0,5/3HD1,,riverem01
222,Mark Canha,36,KCR,-1,46,125,113,9,24,3,0,1,6,0,1,7,24,0.212,0.272,0.265,0.537,52,0.237,46,30,1,3,0,2,0,7H9/D3,,canhama01
223,Oswaldo Cabrera#,26,NYY,0.4,34,122,107,17,26,4,0,1,11,0,1,11,25,0.243,0.322,0.308,0.631,77,0.302,93,33,1,2,1,1,0,5/H379,,cabreos01
224,Cody Freeman,24,TEX,-0.3,36,121,114,13,26,4,0,3,15,1,1,5,19,0.228,0.258,0.342,0.6,76,0.264,77,39,3,0,1,1,0,4/59HD7,,freemco01
225,Nathaniel Lowe*,29,BOS,0.4,34,119,100,14,28,6,1,2,16,0,0,15,29,0.28,0.37,0.42,0.79,124,0.336,115,42,1,1,0,3,2,3/HD,,lowena01
226,Samuel Basallo*,20,BAL,-0.2,31,118,109,10,18,6,0,4,15,0,0,6,30,0.165,0.229,0.33,0.559,55,0.245,51,36,4,3,0,0,0,2/D3H,,basalsa01
227,Chas McCormick,30,HOU,-1,64,116,100,13,21,5,0,1,5,2,3,9,31,0.21,0.279,0.29,0.569,59,0.243,50,29,1,1,5,1,0,879H/D1,,mccorch01
228,Kevin Newman,31,LAA,-0.9,56,116,114,13,23,2,0,2,11,1,0,1,23,0.202,0.209,0.272,0.481,34,0.233,37,31,5,0,1,0,0,56/4H13,,newmake01
229,Víctor Robles,28,SEA,-0.2,32,114,106,12,26,4,1,1,9,6,2,3,26,0.245,0.281,0.33,0.611,76,0.282,82,35,3,3,0,2,0,9/H8,,roblevi01
230,Triston Casas*,25,BOS,-0.9,29,112,99,5,18,3,0,3,11,0,0,11,27,0.182,0.277,0.303,0.58,65,0.263,61,30,3,2,0,0,2,3/H,,casastr01
231,Jonatan Clase#,23,TOR,-0.2,34,112,100,10,21,3,0,2,9,3,1,10,28,0.21,0.288,0.3,0.588,63,0.264,57,30,1,1,1,0,0,7/8H9D,,clasejo01
232,Willie MacIver,28,ATH,-0.2,32,111,102,7,19,5,0,3,9,3,0,7,27,0.186,0.252,0.324,0.576,55,0.259,53,33,1,2,0,0,0,02월 01일,,macivwi01
233,Leo Rivas#,27,SEA,0.8,48,111,90,19,22,2,0,2,9,6,0,20,24,0.244,0.387,0.333,0.721,111,0.343,120,30,1,1,0,0,0,4H/6D5179,,rivasle01
234,Mickey Gasper#,29,MIN,-0.3,45,110,95,15,15,1,0,2,11,2,0,10,20,0.158,0.257,0.232,0.488,37,0.248,44,22,1,3,1,1,0,2HD/347,,gaspemi01
235,Michael Helman,29,TEX,1,38,110,99,18,23,5,1,5,20,4,0,7,21,0.232,0.29,0.455,0.744,116,0.33,118,45,0,1,3,0,0,8/H6,,helmami01
236,Zach Dezenzo,25,HOU,0.1,34,109,98,17,24,6,0,2,10,1,0,11,37,0.245,0.321,0.367,0.688,92,0.313,95,36,2,0,0,0,0,79/D3H,,dezenza01
237,Hunter Renfroe,33,KCR,-1.5,35,108,99,5,18,6,0,0,4,0,0,8,21,0.182,0.241,0.242,0.483,36,0.216,28,24,4,0,0,1,0,9/HD,,renfrhu01
238,Carson Williams,22,TBR,-0.2,32,106,99,11,17,3,0,5,12,2,1,6,44,0.172,0.219,0.354,0.573,56,0.252,54,35,3,0,1,0,0,6/H,,willica02
239,Randal Grichuk,33,KCR,-0.4,43,105,97,10,20,3,0,2,5,0,0,7,22,0.206,0.267,0.299,0.566,58,0.251,53,29,1,1,0,0,0,9H7/D8,,grichra01
240,Cooper Hummel#,30,2TM,-0.8,37,105,88,10,15,0,0,3,7,1,0,14,31,0.17,0.298,0.273,0.571,61,0.269,63,24,1,2,1,0,0,7H/D19,,hummeco01
240,Cooper Hummel#,30,BAL,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-136,0,0,0,0,0,0,/9,,hummeco01
240,Cooper Hummel#,30,HOU,-0.7,36,104,87,10,15,0,0,3,7,1,0,14,30,0.172,0.301,0.276,0.577,63,0.272,65,24,1,2,1,0,0,7H/D1,,hummeco01
241,Joey Loperfido*,26,TOR,0.6,41,104,96,12,32,4,0,4,14,1,2,4,27,0.333,0.379,0.5,0.879,140,0.381,150,48,2,3,1,0,0,7H/9,,loperjo01
242,James Outman*,28,MIN,-0.8,37,104,95,11,14,4,1,4,7,1,0,8,45,0.147,0.221,0.337,0.558,51,0.26,55,32,0,1,0,0,0,897/HD,,outmaja01
243,Nick Sogard#,27,BOS,0.1,30,104,96,13,25,8,0,0,9,2,1,5,24,0.26,0.317,0.344,0.661,88,0.3,88,33,3,3,0,0,0,3/54H96,,sogarni01
244,Hunter Feduccia*,28,TBR,-0.5,36,102,86,5,13,5,0,0,8,1,0,14,28,0.151,0.265,0.209,0.474,36,0.227,34,18,0,0,0,2,0,2/HD,,feduchu01
245,Nick Fortes,28,TBR,0.3,38,101,89,8,19,3,0,3,11,1,0,7,25,0.213,0.307,0.348,0.655,83,0.313,97,31,3,5,0,0,0,2/HD,,forteni01
246,Zack Gelof,25,ATH,-0.1,30,101,92,12,16,3,0,2,7,1,2,7,46,0.174,0.23,0.272,0.502,36,0.24,48,25,0,0,1,1,0,4,,gelofza01
247,Gary Sánchez,32,BAL,-0.4,29,101,91,13,21,2,0,5,24,0,0,4,27,0.231,0.297,0.418,0.715,99,0.308,97,38,2,5,0,1,0,2/D1H,,sanchga02
248,Alex Jackson,29,BAL,0.7,36,100,91,17,20,8,0,5,8,0,0,5,37,0.22,0.29,0.473,0.763,110,0.323,108,43,2,4,0,0,0,2/H1D,,jacksal02
249,Matt Vierling,28,DET,-0.3,31,100,88,6,21,3,0,1,11,2,0,7,24,0.239,0.31,0.307,0.617,73,0.281,70,27,1,3,0,2,0,8/7H59D,,vierlma01
250,Carlos Cortes*,28,ATH,0.7,42,99,94,11,29,8,1,4,14,0,0,3,20,0.309,0.323,0.543,0.866,129,0.36,131,51,3,0,0,2,0,9H/75D,,corteca01
251,J.C. Escarra*,30,NYY,0.1,40,98,84,5,17,5,0,2,11,1,0,11,14,0.202,0.296,0.333,0.629,75,0.291,81,28,1,1,0,2,0,2/3H5D,,escarjc01
252,Ha-Seong Kim,29,TBR,0.1,24,93,84,5,18,3,0,2,5,6,1,8,23,0.214,0.29,0.321,0.612,71,0.283,69,27,0,1,0,0,0,06월 04일,,kimha01
253,Will Wilson,26,CLE,-0.5,34,91,78,7,15,4,0,0,2,2,0,7,34,0.192,0.267,0.244,0.511,45,0.238,34,19,1,1,5,0,0,45/H1D,,wilsowi03
254,Tim Anderson,32,LAA,0,31,90,83,8,17,3,0,0,3,1,1,3,29,0.205,0.258,0.241,0.499,43,0.223,33,20,1,3,1,0,0,46/H,,anderti01
255,Nate Eaton,28,BOS,0.1,41,90,81,16,24,4,0,1,4,9,2,6,19,0.296,0.348,0.383,0.731,107,0.334,104,31,1,1,1,1,0,95/H871D,,eatonna01
256,Chris Taylor,34,LAA,0,30,90,78,11,14,5,0,2,10,2,1,5,29,0.179,0.278,0.321,0.598,68,0.267,64,25,0,6,0,1,0,9/4H875,,tayloch03
257,DaShawn Keirsey Jr.*,28,MIN,-1.2,74,88,84,11,9,0,0,2,6,10,3,2,33,0.107,0.138,0.179,0.317,-13,0.162,-24,15,1,1,1,0,0,9H78/D,,keirsda01
258,Tristan Gray*,29,TBR,0.2,30,86,78,9,18,5,0,3,9,0,0,6,19,0.231,0.282,0.41,0.693,91,0.296,86,32,0,0,1,1,0,4/635H,,graytr01
259,Brett Harris,27,ATH,0.8,32,84,73,11,20,5,0,0,5,1,0,7,21,0.274,0.349,0.342,0.692,90,0.318,99,25,1,2,1,1,0,5/3H,,harribr02
260,Cavan Biggio*,30,KCR,-0.2,37,83,69,9,12,2,0,1,4,1,0,11,21,0.174,0.296,0.246,0.543,55,0.259,56,17,0,1,2,0,0,HD/93745,,biggica01
